label,text,clean_strict,clean_light
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",ahhhh woken bad dream tho dont like right didnt know anything comedy night guess,Ahhhh   just woken up!had a bad dream about u tho so i dont like u right now    i didnt know anything about comedy night but i guess im up for it
ham,I'm vivek:)i got call from your number.,vivek got call number,I m vivek  i got call from your number
ham,Why didn't u call on your lunch?,call lunch,Why didn t u call on your lunch?
ham,"What i mean was i left too early to check, cos i'm working a 9-6.",mean left early check cos working,What i mean was i left too early to check  cos i m working a 9 6
ham,I want  &lt;#&gt;  rs da:)do you have it?,want,I want  lt   gt  rs da  do you have it?
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",bit smile hppnss drop tear sorrow part heart life heart like mine wil care forevr goodfriend,A bit of Ur smile is my hppnss  a drop of Ur tear is my sorrow  a part of Ur heart is my life  a heart like mine wil care for U  forevr as my GOODFRIEND
ham,Yup ok...,yup,Yup ok
ham,I want to see your pretty pussy...,want see pretty pussy,I want to see your pretty pussy
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,dear voucher holder next meal use following link enjoy dining experiencehttp www vouch4me com etlp dining asp,Dear Voucher holder Have your next meal on us  Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp   www vouch4me com etlp dining asp
ham,"A few people are at the game, I'm at the mall with iouri and kaila",people game mall iouri kaila,A few people are at the game  I m at the mall with iouri and kaila
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,urgent trying contact todays draw shows 2000 prize guaranteed call 09058094507 land line claim 3030 valid 12hrs,URGENT! We are trying to contact U  Todays draw shows that you have won a  2000 prize GUARANTEED  Call 09058094507 from land line  Claim 3030  Valid 12hrs only
spam,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,donate unicef asian tsunami disaster support fund texting donate 864233 added next bill,You can donate  2 50 to UNICEF s Asian Tsunami disaster support fund by texting DONATE to 864233   2 50 will be added to your next bill
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,future planned tomorrow result today best present enjoy future,Future is not what we planned for tomorrow     ! it is the result of what we do today   ! Do the best in present    enjoy the future
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,cme want hos 2morow wil cme got dear didnt say time,I will cme i want to go to hos 2morow  After that i wil cme  This what i got from her dear what to do  She didnt say any time
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,supposed meet discuss abt trip thought xuhui told afternoon thought lesson,We are supposed to meet to discuss abt our trip    Thought xuhui told you? In the afternoon  Thought we can go for lesson after that
ham,Hey come online! Use msn... We are all there,hey come online use msn,Hey come online! Use msn    We are all there
ham,I'm fine. Hope you are good. Do take care.,fine hope good take care,I m fine  Hope you are good  Do take care
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,oops shower called hey parking garage collapsed university hospital see crazy stuff like happen,Oops I was in the shower when u called  Hey a parking garage collapsed at university hospital  See I m not crazy  Stuff like that DOES happen
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,aiyo poor thing dun wan eat bathe already,Aiyo u so poor thing    Then u dun wan 2 eat? U bathe already?
ham,Yar... I tot u knew dis would happen long ago already.,yar tot knew dis would happen long ago already,Yar    I tot u knew dis would happen long ago already
ham,You are gorgeous! keep those pix cumming :) thank you!,gorgeous keep pix cumming thank,You are gorgeous! keep those pix cumming    thank you!
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",boy late home father power frndship,A boy was late 2 home  His father   POWER OF FRNDSHIP
ham,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,jade paul txt remember barmed want talk txt,JADE ITS PAUL  Y DIDN T U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),spending new years brother family lets plan meet next week ready spoiled,Spending new years with my brother and his family  Lets plan to meet next week  Are you ready to be spoiled?
ham,So what u doing today?,today,So what u doing today?
ham,I said its okay. Sorry,said okay sorry,I said its okay  Sorry
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,slept thinkthis time dangerous,Slept? I thinkThis time    lt   gt  pm  is not dangerous
ham,Networking job is there.,networking job,Networking job is there
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,goldviking inviting friend reply yes 762 762 see www sms goldviking stop send stop frnd 62468,goldviking  29 M  is inviting you to be his friend  Reply YES 762 or NO 762 See him  www SMS ac u goldviking STOP? Send STOP FRND to 62468
ham,Dont let studying stress you out. L8r.,dont let studying stress l8r,Dont let studying stress you out  L8r
ham,That's y u haf 2 keep me busy...,haf keep busy,That s y u haf 2 keep me busy
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.,rushing working school rush hungry,No rushing  I m not working  I m in school so if we rush we go hungry
ham,Which channel:-):-):):-).,channel,Which channel
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,telling coulda real valentine never pick nothing,So your telling me I coulda been your real Valentine and I wasn t? U never pick me for NOTHING!!
spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,phony 350 award todays voda numbers ending xxxx selected receive 350 award match please call 08712300220 quoting claim code 3100 standard rates app,Phony  350 award   Todays Voda numbers ending XXXX are selected to receive a  350 award  If you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",made eta taunton planned hope still okday good see,We made it! Eta at taunton is 12 30 as planned  hope that s still okday?! Good to see you!   xx
ham,I'm hungry buy smth home...,hungry buy smth home,I m hungry buy smth home
ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",hey kate hope give buz wedlunch outsomewhere adrink town cud 2watershd bit ppl fromwrk bthere love petexxx,HEY KATE  HOPE UR OK    WILL GIVE U A BUZ WEDLUNCH  GO OUTSOMEWHERE 4 ADRINK IN TOWN  CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE  LOVE PETEXXX
ham,My drive can only be read. I need to write,drive read need write,My drive can only be read  I need to write
ham,"Just looked it up and addie goes back Monday, sucks to be her",looked addie goes back monday sucks,Just looked it up and addie goes back Monday  sucks to be her
ham,Happy new year. Hope you are having a good semester,happy new year hope good semester,Happy new year  Hope you are having a good semester
ham,Esplanade lor. Where else...,esplanade lor else,Esplanade lor  Where else
ham,Can you talk with me..,talk,Can you talk with me
ham,"Hmph. Go head, big baller.",hmph head big baller,Hmph  Go head  big baller
ham,Well its not like you actually called someone a punto. That woulda been worse.,well like actually called someone punto woulda worse,Well its not like you actually called someone a punto  That woulda been worse
ham,"Nope. Since ayo travelled, he has forgotten his guy",nope since ayo travelled forgotten guy,Nope  Since ayo travelled  he has forgotten his guy
ham,You still around? Looking to pick up later,still around looking pick later,You still around? Looking to pick up later
spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,cds congratulations awarded 500 gift vouchers 125 gift guaranteed freeentry 100 wkly draw music 87066 tncs www ldew com1win150ppmx3age16,CDs 4u  Congratulations ur awarded  500 of CD gift vouchers or  125 gift guaranteed   Freeentry 2  100 wkly draw xt MUSIC to 87066 TnCs www ldew com1win150ppmx3age16
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,someone year toyota camry like olayiwola mileage clean need know much sell raise dough soon landing sell holla back,There s someone here that has a year  lt   gt  toyota camry like mr olayiwola s own  Mileage is  lt   gt  k its clean but i need to know how much will it sell for  If i can raise the dough for it how soon after landing will it sell  Holla back
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,guess pub happy pig clover whatever saying,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!
ham,ILL B DOWN SOON,ill soon,ILL B DOWN SOON
ham,Oh k. . I will come tomorrow,come tomorrow,Oh k    I will come tomorrow
ham,Go fool dont cheat others ok,fool dont cheat others,Go fool dont cheat others ok
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",mobile number pls sms mail convey regards achan amma rakhesh qatar,My mobile number pls sms ur mail id convey regards to achan amma Rakhesh Qatar
ham,"By the way, 'rencontre' is to meet again. Mountains dont....",way rencontre meet mountains dont,By the way   rencontre  is to meet again  Mountains dont
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,guaranteed 1000 cash 2000 prize claim prize call customer service representative 08714712412 10am 7pm cost 10p,You have WON a guaranteed  1000 cash or a  2000 prize  To claim yr prize call our customer service representative on 08714712412 between 10am 7pm Cost 10p
ham,U attend ur driving lesson how many times a wk n which day?,attend driving lesson many times day,U attend ur driving lesson how many times a wk n which day?
ham,"Uncle G, just checking up on you. Do have a rewarding month",uncle checking rewarding month,Uncle G  just checking up on you  Do have a rewarding month
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,hello boytoy geeee missing today like send remind thinking loved loving kiss,Hello boytoy ! Geeee     I m missing you today  I like to send you a tm and remind you I m thinking of you     And you are loved      loving kiss
ham,I think the other two still need to get cash but we can def be ready by 9,think two still need get cash def ready,I think the other two still need to get cash but we can def be ready by 9
ham,Hey gals...U all wanna meet 4 dinner at nìte? ,hey gals wanna meet dinner,Hey gals   U all wanna meet 4 dinner at n te?
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,dear 0776xxxxxxx invited xchat final attempt contact txt chat 86688 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs,Dear 0776xxxxxxx U ve been invited to XCHAT  This is our final attempt to contact u! Txt CHAT to 86688 150p MsgrcvdHG Suite342 2Lands Row W1J6HL LDN 18yrs
ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,babe talking think good boy missing love,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
ham,Great! How is the office today?,great office today,Great! How is the office today?
ham,"It's cool, we can last a little while. Getting more any time soon?",cool last little getting time soon,It s cool  we can last a little while  Getting more any time soon?
ham,:-( sad puppy noise,sad puppy noise,sad puppy noise
ham,Yes its possible but dint try. Pls dont tell to any one k,yes possible dint try pls dont tell one,Yes its possible but dint try  Pls dont tell to any one k
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,anyway holla whenever around need excuse creep people sarasota,Anyway holla at me whenever you re around because I need an excuse to go creep on people in sarasota
ham,Where you. What happen,happen,Where you  What happen
ham,I was gonna ask you lol but i think its at 7,gonna ask lol think,I was gonna ask you lol but i think its at 7
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,cash balance currently 500 pounds maximize cash send 86688 150p meg 08718720201 suite342 2lands row w1j6hl,Ur cash balance is currently 500 pounds   to maximize ur cash in now send GO to 86688 only 150p meg  CC  08718720201 HG Suite342 2lands Row W1j6HL
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,private 2003 account statement shows 800 redeemed points call 08715203685 identifier code 4xx26 expires,PRIVATE! Your 2003 Account Statement for shows 800 un redeemed S I M  points  Call 08715203685 Identifier Code 4xx26 Expires 13 10 04
ham,Go chase after her and run her over while she's crossing the street,chase run crossing street,Go chase after her and run her over while she s crossing the street
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),like tell deepest darkest fantasies call 09094646631 60p min stop texts call 08712460324 nat rate,I d like to tell you my deepest darkest fantasies  Call me 09094646631 just 60p min  To stop texts call 08712460324  nat rate
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,coming friday leave pongal get news work place,Is there coming friday is leave for pongal?do you get any news from your work place
ham,Hey... Very inconvenient for your sis a not huh?,hey inconvenient sis huh,Hey    Very inconvenient for your sis a not huh?
ham,Ok i vl..do u know i got adsense approved..,know got adsense approved,Ok i vl  do u know i got adsense approved
ham,"* Was really good to see you the other day dudette, been missing you!",really good see day dudette missing,Was really good to see you the other day dudette  been missing you!
ham,I want to go to perumbavoor,want perumbavoor,I want to go to perumbavoor
ham,How many times i told in the stage all use to laugh. You not listen aha.,many times told stage use laugh listen aha,How many times i told in the stage all use to laugh  You not listen aha
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,believe true incredible txts reply learn truly amazing things blow mind o2fwd 18p txt,You won t believe it but it s true  It s Incredible Txts! Reply G now to learn truly amazing things that will blow your mind  From O2FWD only 18p txt
ham,(You didn't hear it from me),hear,You didn t hear it from me
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,thanks talk saturday dear cherish brother role model,Thanks for being there for me just to talk to on saturday  You are very dear to me  I cherish having you as a brother and role model
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,pls clarify back open return ticket preponed back kerala,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,natalie inviting friend reply yes 165 165 see www sms natalie2k9 stop send stop frnd 62468,Natalie  20 F  is inviting you to be her friend  Reply YES 165 or NO 165 See her  www SMS ac u natalie2k9 STOP? Send STOP FRND to 62468
ham,She ran off with a younger man. we will make pretty babies together :),ran younger man make pretty babies together,She ran off with a younger man  we will make pretty babies together
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,jamster get free wallpaper text heart 88888 apply need help call 08701213186,Jamster! To get your free wallpaper text HEART to 88888 now! T C apply  16 only  Need Help? Call 08701213186
ham,O ic lol. Should play 9 doors sometime yo,lol play doors sometime,O ic lol  Should play 9 doors sometime yo
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",dunno dad said coming home bring lunch yup lor call reach school lor,Dunno  my dad said he coming home 2 bring us out 4 lunch  Yup i go w u lor  I call u when i reach school lor
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",sent customer service cum accounts executive mail details contact,We have sent JD for Customer Service cum Accounts Executive to ur mail id  For details contact us
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,desires going doctor liver get bit stylish get hair managed thats,Desires  u going to doctor 4 liver  And get a bit stylish  Get ur hair managed  Thats it
ham,Hmmm.still we dont have opener?,hmmm still dont opener,Hmmm still we dont have opener?
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,yeah basically time next week get away mom amp get,Yeah so basically any time next week you can get away from your mom  amp  get up before 3
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",edison rightly said fool ask questions wise man answer know speechless viva gnt,Edison has rightly said   A fool can ask more questions than a wise man can answer  Now you know why all of us are speechless during ViVa   GM GN GE GNT
ham,I will vote for wherever my heart guides me,vote wherever heart guides,I will vote for wherever my heart guides me
ham,With my sis lor... We juz watched italian job.,sis lor juz watched italian job,With my sis lor    We juz watched italian job
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",tick tick tick could die loneliness know pouts stomps feet need,Tick  tick  tick      Where are you ? I could die of loneliness you know !  pouts   stomps feet  I need you
ham,Lmao you know me so well...,lmao know well,Lmao you know me so well
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,double mins double txt price linerental latest orange bluetooth mobiles call mobileupd8 latest offers 08000839402 call2optout lf56,Double Mins   Double Txt   1 2 price Linerental on Latest Orange Bluetooth mobiles  Call MobileUpd8 for the very latest offers  08000839402 or call2optout LF56
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,train back northampton afraid staying skyving today around wednesday though fancy comedy club week way,Am on a train back from northampton so i m afraid not! I m staying skyving off today ho ho! Will be around wednesday though  Do you fancy the comedy club this week by the way?
ham,Goodnight da thangam I really miss u dear.,goodnight thangam really miss dear,Goodnight da thangam I really miss u dear
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,hey next sun 1030 basic yoga course bugis pilates intro next sat tell time free,Hey next sun 1030 there s a basic yoga course    at bugis    We can go for that    Pilates intro next sat     Tell me what time you r free
ham,"Geeeee ... Your internet is really bad today, eh ?",geeeee internet really bad today,Geeeee     Your internet is really bad today  eh ?
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,free video camera phones half price line rental mths 500 cross ntwk mins 100 txts call mobileupd8 08001950382 call2optout 674,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts  Call MobileUpd8 08001950382 or Call2OptOut 674
ham,I think i am disturbing her da,think disturbing,I think i am disturbing her da
ham,"Sorry, I'll call you  later. I am in meeting sir.",sorry call later meeting sir,Sorry  I ll call you later  I am in meeting sir
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,havent stuck orchard dad car going dinner leh free tonight,Havent stuck at orchard in my dad s car  Going 4 dinner now  U leh? So r they free tonight?
ham,Ok i also wan 2 watch e 9 pm show...,also wan watch show,Ok i also wan 2 watch e 9 pm show
ham,I dunno lei... Like dun haf...,dunno lei like dun haf,I dunno lei    Like dun haf
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,brother transfered,But your brother transfered only  lt   gt     lt   gt    Pa
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,calls later afternoon onwords mtnl service get problem south mumbai hear cann listen,I calls you later  Afternoon onwords mtnl service get problem in south mumbai  I can hear you but you cann t listen me
spam,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,83039 62735 450 break accommodationvouchers terms conditions apply claim mustprovide claim number 15541,83039 62735  450 UK Break AccommodationVouchers terms   conditions apply  2 claim you mustprovide your claim number which is 15541
ham,Talk to g and x about that,talk,Talk to g and x about that
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),hai dear friends new amp present number rajitha raj ranju,Hai dear friends    This is my new  amp  present number     By Rajitha Raj  Ranju
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,alfie moon children need song mob tell m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit charity,5p 4 alfie Moon s Children in need song on ur mob  Tell ur m8s  Txt Tone charity to 8007 for Nokias or Poly charity for polys  zed 08701417012 profit 2 charity
ham,As in different styles?,different styles,As in different styles?
spam,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,win 200 shopping spree every week starting play text store 88039 skilgme tscs08714740323 1winawk age16 50perweeksub,WIN a  200 Shopping spree every WEEK Starting NOW  2 play text STORE to 88039  SkilGme  TsCs08714740323 1Winawk! age16  1 50perweeksub
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,gud ni8 dear slp well take care swt dreams muah,Gud ni8 dear  slp well  take care  swt dreams  Muah
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,want sent mesages today thats sorry hurts,I want to sent  lt   gt  mesages today  Thats y  Sorry if i hurts
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",2nd attempt contract weeks top prize either 1000 cash 200 prize call 09066361921,This is the 2nd attempt to contract U  you have won this weeks top prize of either  1000 cash or  200 prize  Just call 09066361921
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol",well glad find totally disagreeable lol,Well  i m glad you didn t find it totally disagreeable     Lol
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",guy flash call call madam take care,Guy  no flash me now  If you go call me  call me  How madam  Take care oh
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,want new nokia 3510i colour phone deliveredtomorrow 300 free minutes mobile 100 free texts free camcorder reply call 08000930705,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile   100 free texts   Free Camcorder reply or call 08000930705
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,mark works tomorrow gets work house meet afterwards,Mark works tomorrow  He gets out at 5  His work is by your house so he can meet u afterwards
ham,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",keep problems heart coz nobody fight amp fight self amp win battle vivekanand ham yeah give call got minute ham babe uawake feellikw shit justfound via aletter thatmum gotmarried 4thnov behind ourbacks fuckinnice selfish deviousbitch anyway call,Keep ur problems in ur heart  b coz nobody will fight for u  Only u  amp  u have to fight for ur self  amp  win the battle   VIVEKANAND  G 9t   SD   ham Yeah  give me a call if you ve got a minute ham HI BABE UAWAKE?FEELLIKW SHIT JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV BEHIND OURBACKS   FUCKINNICE!SELFISH DEVIOUSBITCH ANYWAY I L CALL U
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),amazing rearrange letters gives meaning dormitory dirty room astronomer moon starer eyes see election results lies lets recount mother law woman hitler eleven plus two twelve plus one amazing,Amazing   If you rearrange these letters it gives the same meaning    Dormitory   Dirty room Astronomer   Moon starer The eyes   They see Election results   Lies lets recount Mother in law   Woman Hitler Eleven plus two  Twelve plus one Its Amazing    !
ham,Aiya we discuss later lar... Pick ü up at 4 is it?,aiya discuss later lar pick,Aiya we discuss later lar    Pick   up at 4 is it?
ham,Hey happy birthday...,hey happy birthday,Hey happy birthday
ham,Sorry i missed your call. Can you please call back.,sorry missed call please call back,Sorry i missed your call  Can you please call back
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,omg one thing another cat worms bad day end,Omg if its not one thing its another  My cat has worms    when does this bad day end?
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",good morning suffering fever dysentry able come office today,Good morning  im suffering from fever and dysentry   will not be able to come to office today
ham,I wont do anything de.,wont anything,I wont do anything de
ham,What type of stuff do you sing?,type stuff sing,What type of stuff do you sing?
ham,"St andre, virgil's cream",andre virgil cream,St andre  virgil s cream
ham,No no. I will check all rooms befor activities,check rooms befor activities,No no  I will check all rooms befor activities
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",fri okie lor goin drivin den shoppin,My fri ah    Okie lor goin 4 my drivin den go shoppin after tt
ham,Gokila is talking with you aha:),gokila talking aha,Gokila is talking with you aha
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",shanil rakhesh thanks exchanged uncut diamond stuff leaving back excellent service dino prem,Hi Shanil Rakhesh here thanks i have exchanged the uncut diamond stuff leaving back  Excellent service by Dino and Prem
ham,K.k.this month kotees birthday know?,month kotees birthday know,K k this month kotees birthday know?
ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,really really broke amount small even,But i m really really broke oh  No amount is too small even  lt   gt
ham,Sorry about that this is my mates phone and i didnt write it love Kate,sorry mates phone didnt write love kate,Sorry about that this is my mates phone and i didnt write it love Kate
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",themob hit link get premium pink panther game new sugababes crazy zebra animation badass hoody wallpaper free,TheMob Hit the link to get a premium Pink Panther game  the new no  1 from Sugababes  a crazy Zebra animation or a badass Hoody wallpaper all 4 FREE!
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",well confuses things doesnt thought friends maybe wrong thing already sort invited tho may come cos money,Ah  well that confuses things  doesnt it? I thought was friends with now  Maybe i did the wrong thing but i already sort of invited  tho he may not come cos of money
ham,"Aight, call me once you're close",aight call close,Aight  call me once you re close
ham,Nope thats fine. I might have a nap tho! ,nope thats fine might nap tho,Nope thats fine  I might have a nap tho!
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,msg mobile content order resent previous attempt failed due network error queries customersqueries netvision com,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries netvision uk com
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,news hassling get weed week andres money haughaighgtujhyguj,In other news after hassling me to get him weed for a week andres has no money  HAUGHAIGHGTUJHYGUJ
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",boy loved gal propsd didnt mind lttrs frnds threw thm boy decided aproach gal time truck speeding towards gal hit girl boy ran like hell saved asked run fast boy replied boost secret energy instantly girl shouted energy thy lived happily 2gthr drinking boost evrydy moral story free msgs gud ni8,A Boy loved a gal  He propsd bt she didnt mind  He gv lv lttrs  Bt her frnds threw thm  Again d boy decided 2 aproach d gal   dt time a truck was speeding towards d gal  Wn it was about 2 hit d girl d boy ran like hell n saved her  She asked  hw cn u run so fast?  D boy replied  Boost is d secret of my energy  n instantly d girl shouted  our energy  n Thy lived happily 2gthr drinking boost evrydy Moral of d story   I hv free msgs D    gud ni8
