SMS,Cluster,Cluster_Label
tell quite long cos finish film yet,2,Social Plans
thkin goin yogasana den den rush parco okie lor call ready,2,Social Plans
one good partnership going take lead,2,Social Plans
sure mean get made hold weed,2,Social Plans
sorry dont knw,2,Social Plans
please tell special stock talking,2,Social Plans
want come online,2,Social Plans
stupid possible,2,Social Plans
carlos minute still need buy,2,Social Plans
cool text parked,2,Social Plans
wondar full flim,2,Social Plans
esplanade mind giving lift cos got car today,2,Social Plans
call lunch,2,Social Plans
say happen,2,Social Plans
quite lor dun tell wait get complacent,2,Social Plans
cooking dinner,2,Social Plans
dont want hear anything,2,Social Plans
lar double check wif hair dresser already said wun cut short said cut look nice,2,Social Plans
depends quality want type sent boye faded glory want ralphs maybe,2,Social Plans
hiding stranger,2,Social Plans
dont kick coco,2,Social Plans
want,2,Social Plans
leaving house,2,Social Plans
actually guys meet sunoco howard right way,2,Social Plans
likely called mittelschmertz google dont paracetamol dont worry,2,Social Plans
tomorrow going theatre come wherever call tell come tomorrow,2,Social Plans
like talk able dont know,2,Social Plans
schedule next week town weekend,2,Social Plans
neva grumble sad lor hee buy tmr lor aft lunch still meetin lunch tmr neva hear lei got lot work,2,Social Plans
total video converter free download type google search,2,Social Plans
snowboarding trip wondering planning get everyone together befor meet greet kind affair cheers,2,Social Plans
orh tot say still dun believe,2,Social Plans
yar lor wan horse racing today mah eat earlier lor ate chicken rice,2,Social Plans
aight time want come,2,Social Plans
free today haf pick parents tonite,2,Social Plans
come back tampa ffffuuuuuuu,2,Social Plans
awesome plan get time like text details wee bit,2,Social Plans
lol busy,2,Social Plans
yeah whatever lol,2,Social Plans
prob,2,Social Plans
bugis juz wat walking home oredi late reply oso saw top dat like din buy,2,Social Plans
nvm take time,2,Social Plans
anything lar,2,Social Plans
eat shit wait monkey face bitch asshole,2,Social Plans
bishan lar nearer need buy early cos buy gotta park car,2,Social Plans
eat jap done oso aft lect wat got lect rite,2,Social Plans
also andros ice etc etc,2,Social Plans
change one next escalator,2,Social Plans
coming home,2,Social Plans
actually getting ready leave house,2,Social Plans
effect irritation ignore,2,Social Plans
see requirements please,2,Social Plans
going tirunelvali week see uncle already spend amount taking dress want money give feb,2,Social Plans
gonna rip uterus,2,Social Plans
come tomorrow,2,Social Plans
check nuerologist,2,Social Plans
movie juz last minute decision mah juz watch lar tot interested,2,Social Plans
right second gotta hit people first,2,Social Plans
show wot say could dust,2,Social Plans
aiyo lesson early still sleepin haha okie home liao den confirm lor,2,Social Plans
okay name price long legal wen pick ave ams,2,Social Plans
increase chance winning,2,Social Plans
wont wat wit guys,2,Social Plans
haha money leh later got tuition haha looking empty slots driving lessons,2,Social Plans
ill soon,2,Social Plans
thought king hill thing,2,Social Plans
started skye,2,Social Plans
lor change suntec wat time coming,2,Social Plans
telling abt tht incident,2,Social Plans
mca conform,2,Social Plans
movies laptop,2,Social Plans
yes rent expensive way save,2,Social Plans
spare power supplies,2,Social Plans
rounder required,2,Social Plans
remind get shall,2,Social Plans
think disturbing,2,Social Plans
leave start prepare next,2,Social Plans
referin mei wat waitin treat somebody shld rich liao den dun work frm tmr onwards,2,Social Plans
fact leave think addie goes back school tues wed,2,Social Plans
late,2,Social Plans
see,2,Social Plans
way railway,2,Social Plans
carlos friends already asking working weekend,2,Social Plans
mum ask buy food home,2,Social Plans
friends want drive someplace probably take,2,Social Plans
coming funeral home,2,Social Plans
ron say fri leh said ding tai feng cant make reservations said wait lor,2,Social Plans
haha first person gonna ask,2,Social Plans
yeah sure give couple minutes track wallet,2,Social Plans
yan jiu liao sat bugis vill one frm den hop parco sun cine frm 1030 den hop orc mrt hip hop,2,Social Plans
man carlos definitely coming tonight excuses,2,Social Plans
training tomorrow,2,Social Plans
think ill make oreo truffles,2,Social Plans
mean website yes,2,Social Plans
lol trust,2,Social Plans
change also,2,Social Plans
planned yet going join company jan know happen,2,Social Plans
pleassssssseeeeee tel avent done sportsx,2,Social Plans
26th july,2,Social Plans
worry sure get,2,Social Plans
goin got somethin unless meetin dinner lor haha wonder tis time,2,Social Plans
thats bit weird even supposed happening good idea sure pub,2,Social Plans
see swing bit got things take care firsg,2,Social Plans
ard 530 like dat lor juz meet mrt station dun haf come,2,Social Plans
though shd fun bar town something sound,2,Social Plans
cud tell ppl gona bit cos buses hav gon past cos full still waitin pete,2,Social Plans
uworld site buying qbank buying self assessment also,2,Social Plans
back amp packing car let know room,2,Social Plans
yijue regarding 3230 textbook intro algorithms second edition selling,2,Social Plans
say bold torch later one torch 2bold,2,Social Plans
forgot tell smth like number sections clearer,2,Social Plans
thats going ruin thesis,2,Social Plans
jos ask wana meet,2,Social Plans
wait min,2,Social Plans
bus come soon come otherwise tomorrow,2,Social Plans
lar joking wif oni,2,Social Plans
olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore,2,Social Plans
prob,2,Social Plans
turn heater heater set degrees,2,Social Plans
yunny walking citylink faster come hungry,2,Social Plans
house sky quite dark liao raining got excuse run already rite hee,2,Social Plans
hmmm thought said hours slave late punish,2,Social Plans
tomorrow going theatre come wherever call tell come tomorrow,2,Social Plans
take major roles community outreach rock mel,2,Social Plans
docs appointments next week tired shoving stuff ugh normal body,2,Social Plans
cant try new invention fly joking,2,Social Plans
wif family booking tour package,2,Social Plans
coming home class right need work shower,2,Social Plans
got ten bucks jay noncomittal,2,Social Plans
see knew giving break times woul lead always wanting miss curfew gonna gibe til one midnight movie gonna get til need come home need getsleep anything need studdying ear training,2,Social Plans
thought could dinner treat seem,2,Social Plans
home first lar wait lor put stuff first,2,Social Plans
one small prestige problem,2,Social Plans
reverse cheating mathematics,2,Social Plans
pete phone still jenny college leanne,2,Social Plans
leaving soon little,2,Social Plans
okie,2,Social Plans
got lots hair dresser china,2,Social Plans
wait still clear sure sarcastic want live,2,Social Plans
came look flat seems 50s away alot wiv work got woman coming,2,Social Plans
pizza want,2,Social Plans
sorry help,2,Social Plans
hanging brother family,2,Social Plans
jurong point crazy available bugis great world buffet cine got amore wat,2,Social Plans
welp apparently retired,2,Social Plans
try figure much money everyone gas alcohol jay trying figure weed budget,2,Social Plans
lol yeah point guess,2,Social Plans
yeah imma come cause jay wants drugs,2,Social Plans
good movie leave hourish,2,Social Plans
yup already thanx printing handing,2,Social Plans
see half hour,2,Social Plans
hmm bad news hype park plaza 700 studio taken left bedrm 900,2,Social Plans
sure still available though,2,Social Plans
shall book chez jules half eight,2,Social Plans
cos lar dao lor never ask said would ask fri said ask today,2,Social Plans
cts employee,2,Social Plans
right meanwhile project twins comin,2,Social Plans
wasted den muz chiong sat sun liao,2,Social Plans
especially since talk boston personal statement lol woulda changed realized said nyc says boston,2,Social Plans
management puzzeles,2,Social Plans
whats staff name taking class,2,Social Plans
nothing really making sure everybody speed,2,Social Plans
sorry meeting call later,2,Social Plans
dance river,2,Social Plans
lunch alone bored,2,Social Plans
make tonight,2,Social Plans
give time walk,2,Social Plans
prob,2,Social Plans
going film 2day 6pm sorry,2,Social Plans
pin,2,Social Plans
come medical college 7pm forward,2,Social Plans
going ride bike,2,Social Plans
dunno lei thk mum lazy neva ask yet,2,Social Plans
jolly good way give tickets sat eve speak,2,Social Plans
late said website dont slippers,2,Social Plans
yes think office lap room think thats last days didnt shut,2,Social Plans
wait till bus pick,2,Social Plans
yup leaving right back soon,2,Social Plans
hey around got enough half ten owe,2,Social Plans
die toot fringe,2,Social Plans
hen night going swing,2,Social Plans
went project centre,2,Social Plans
good working,2,Social Plans
tomorrow onwards started,2,Social Plans
want,2,Social Plans
time think need know near campus,2,Social Plans
dont flatter tell man mine two pints carlin ten minutes please,2,Social Plans
text drop,2,Social Plans
lor,2,Social Plans
wat busy wif work,2,Social Plans
around got car back,2,Social Plans
match started india,2,Social Plans
haha okay today weekend leh,2,Social Plans
changes report big cos already made changes previous report,2,Social Plans
way stay,2,Social Plans
project frens lor,2,Social Plans
watching movie netflix,2,Social Plans
taking derek amp taylor walmart back time done leave mouse desk text priscilla ready,2,Social Plans
way make sure get train worc foregate street shrub hill fun night,2,Social Plans
like think always possibility pub later,2,Social Plans
yup studying surfing lor lazy mode today,2,Social Plans
sch dun haf book sch home,2,Social Plans
also maaaan missing,2,Social Plans
well confuses things doesnt thought friends maybe wrong thing already sort invited tho may come cos money,2,Social Plans
meet depends wan lor,2,Social Plans
sent latest version project,2,Social Plans
hai bored lecturer repeating last weeks stuff waste time,2,Social Plans
affidavit says twiggs division courtroom time double check text tomorrow,2,Social Plans
2marrow wed aha,2,Social Plans
got outta class gonna gym,2,Social Plans
place man,2,Social Plans
every monday nxt week completing,2,Social Plans
maybe fat fingers press buttons know,2,Social Plans
take exam march,2,Social Plans
dunno lei shd driving lor cos sch oni,2,Social Plans
one interested may business plan,2,Social Plans
left vague said would inform person accounting delayed rent discuss housing agency renting another place checking online places around usc,2,Social Plans
moved in2 pub would great cud come,2,Social Plans
weekly cool mob tones ready download weeks new tones include crazy frog axel akon lonely black eyed dont info,2,Social Plans
cancer moms making big deal regular checkup aka pap smear,2,Social Plans
antha num corrct dane,2,Social Plans
thread wishlist section forums ppl post nitro requests start last page collect bottom,2,Social Plans
wait chikku send aftr mins,2,Social Plans
fine got enough bud last night least,2,Social Plans
must come later normally bathe afternoon mah,2,Social Plans
trying weekend,2,Social Plans
please give pick tuesday evening,2,Social Plans
yup finished,2,Social Plans
awesome gonna soon later tonight,2,Social Plans
sorry help,2,Social Plans
nothing problem,2,Social Plans
reached sch already,2,Social Plans
wil reach,2,Social Plans
leave need ask,2,Social Plans
sure make sure knows smokin yet,2,Social Plans
never nothing,2,Social Plans
sent prices mean,2,Social Plans
got wat buy tell need come,2,Social Plans
whats plan,2,Social Plans
den wat schedule sun,2,Social Plans
late,2,Social Plans
yesterday cbe,2,Social Plans
nite,2,Social Plans
hows champ leaving glasgow,2,Social Plans
haha yup hopefully lose mon hip hop orchard weigh,2,Social Plans
ill little closer like bus stop street,2,Social Plans
still area restaurant ill try come back soon,2,Social Plans
lol grr mom taking forever prescription pharmacy like minutes away ugh,2,Social Plans
still painting wall,2,Social Plans
first time everything,2,Social Plans
hope get txt journey hasnt mins late think,2,Social Plans
simply sitting watching match office,2,Social Plans
found enc,2,Social Plans
jst change tat,2,Social Plans
doesnt make sense take unless free need know wikipedia com,2,Social Plans
samus shoulders yet,2,Social Plans
lol play doors sometime,2,Social Plans
studying sch going home anyway going sch later,2,Social Plans
today going college able atten class,2,Social Plans
stop story told returned saying order,2,Social Plans
aight sorry take ten years shower plan,2,Social Plans
wait til least wednesday see get,2,Social Plans
come guoyang tell told,2,Social Plans
think tantrum finished yeah point,2,Social Plans
eatin lor goin back work soon mountain deer show huh watch liao nice,2,Social Plans
alrite jod hows revision goin keris bin doin smidgin way wanna cum college,2,Social Plans
significant dont worry,2,Social Plans
gonna way specific,2,Social Plans
darlin supose worry much film stuff mate babysit call,2,Social Plans
wow impressed funs shopping,2,Social Plans
yes gauti sehwag odi series,2,Social Plans
dude like buff wind,2,Social Plans
ever easier,2,Social Plans
pay like yrs difficult,2,Social Plans
srsly better tho,2,Social Plans
heard abt tat,2,Social Plans
yes chatting,2,Social Plans
gas station,2,Social Plans
thk wat eat tonight,2,Social Plans
pick 15pm taunton still want come,2,Social Plans
chile please decimal hour drive come time subletting feb april audition season,2,Social Plans
intrepid duo great time see soon,2,Social Plans
told coming wednesday,2,Social Plans
watching ajith film,2,Social Plans
get ready inches pleasure,2,Social Plans
bold,2,Social Plans
photoshop makes computer shut,2,Social Plans
problem get taxi ing tomorrow tuesday tuesday think going cinema,2,Social Plans
jus finish watching,2,Social Plans
thought bout drink tap spile seven pub gas broad canal,2,Social Plans
yup izzit still raining heavily cos mrt outside,2,Social Plans
reach telling dont know,2,Social Plans
abeg make profit start using get sponsors next event,2,Social Plans
things quick question,2,Social Plans
know wait check,2,Social Plans
sis catching show afternoon watching wan watch today tmr lor,2,Social Plans
yar lor actually quite fast cos slow wat haha,2,Social Plans
dint slept afternoon,2,Social Plans
fffff text kadeem far gone,2,Social Plans
dare ask luck sorting car,2,Social Plans
driving training,2,Social Plans
gonna get deus,2,Social Plans
good trip watch remember get back must decide easter,2,Social Plans
wait know wesleys town bet hella drugs,2,Social Plans
badrith chennai surely pick competition,2,Social Plans
printed come upstairs,2,Social Plans
lets make saturday monday per convenience,2,Social Plans
great loxahatchee xmas tree burning update totally see stars,2,Social Plans
thinking,2,Social Plans
different styles,2,Social Plans
picking various points going yeovil motor project hours take home max easy,2,Social Plans
come search tat vid finishd,2,Social Plans
plan staying night prolly back til late,2,Social Plans
many days since,2,Social Plans
pansy living jungle two years driving worried,2,Social Plans
nights staying port step liao,2,Social Plans
aight work thanks,2,Social Plans
reaching another stops,2,Social Plans
train back northampton afraid staying skyving today around wednesday though fancy comedy club week way,2,Social Plans
remember ask alex pizza,2,Social Plans
trust even,2,Social Plans
send print outs,2,Social Plans
coming back dinner rite dad ask confirm wif,2,Social Plans
also cbe pay,2,Social Plans
anyway need change said,2,Social Plans
way,2,Social Plans
carlos says minutes,2,Social Plans
done sorry hope next space gives everything want remember furniture around move lock locks leave key jenne,2,Social Plans
yeah basically time next week get away mom amp get,2,Social Plans
dun believe thk told,2,Social Plans
cool night lemme know around,2,Social Plans
kallis wont bat 2nd innings,2,Social Plans
nothing spl wat abt whr,2,Social Plans
oic saw tot din found group liao,2,Social Plans
old orchard near univ,2,Social Plans
yup,2,Social Plans
time month mid time,2,Social Plans
yeah lol luckily starring role like,2,Social Plans
meet fren dun wan meet muz guy rite,2,Social Plans
abj serving staying dad alone,2,Social Plans
sac score big hundred set batsman,2,Social Plans
aight text tonight see,2,Social Plans
text carlos let know hang,2,Social Plans
walked hour show care wont believe serious,2,Social Plans
anything lor,2,Social Plans
hey something came last min think wun signing tmr hee,2,Social Plans
finishing soon,2,Social Plans
anything,2,Social Plans
yeah able text ready meet,2,Social Plans
outside office take,2,Social Plans
reaching home min,2,Social Plans
really dun bluff leh sleep early nite,2,Social Plans
guess got screwd,2,Social Plans
reached home tired come tomorro,2,Social Plans
let want house 8am,2,Social Plans
chk belovd dict,2,Social Plans
problem yup going sch rem correctly,2,Social Plans
must walk everywhere cannot take tram cousin said walk vic market hotel,2,Social Plans
cbe really good nowadays lot shop showrooms city shaping good,2,Social Plans
huh got lesson lei thinkin going sch earlier tot parkin kent vale,2,Social Plans
win really side long time,2,Social Plans
brand,2,Social Plans
hey pay salary,2,Social Plans
well give cos said one nighters persevered found one cheap apologise advance somewhere sleep isnt,2,Social Plans
going write ccna exam week,2,Social Plans
think far find check google maps place dorm,2,Social Plans
means fat head,2,Social Plans
dont pack buy store like cereals must pack food pack gari something 9ja miss,2,Social Plans
movie call wat,2,Social Plans
yup fren lor meeting fren 730,2,Social Plans
nope,2,Social Plans
need 8th campus atm could pick hour two,2,Social Plans
alright bring see like mins,2,Social Plans
says get ass back south tampa preferably kegger,2,Social Plans
simpsons movie released july 2007 name band died start film green day blue day red day send,2,Social Plans
nope thats fine might nap tho,2,Social Plans
think steyn surely get one wicket,2,Social Plans
wat happened cruise thing,2,Social Plans
meeting tmr,2,Social Plans
reach home minutes,2,Social Plans
guys asking get slippers gone last year,2,Social Plans
yeah quite bit left swing tomorrow get,2,Social Plans
guys leaving,2,Social Plans
thinking chennai forgot come auction,2,Social Plans
lol happens vegas stays vegas,2,Social Plans
captain room,2,Social Plans
hey time driving fri evaluation fri,2,Social Plans
much got cleaning,2,Social Plans
try week end course coimbatore,2,Social Plans
year many miles,2,Social Plans
still game,2,Social Plans
leaving yet lor elsewhere eat thk,2,Social Plans
dude saw parked car sunroof popped sux,2,Social Plans
dunno cos late reach inside already ate spageddies lor gals laughing lor,2,Social Plans
easy mate guess quick drink bit ambitious,2,Social Plans
hear,2,Social Plans
use foreign stamps country good lecture,2,Social Plans
mum say wan shun bian watch glass exhibition,2,Social Plans
really skateboarding despite fact gets thrown winds bandages shit arms every five minutes,2,Social Plans
dnt wnt tlk wid,2,Social Plans
okies yan jiu skip ard oso cine den mrt one blah blah blah,2,Social Plans
cos want thing,2,Social Plans
first answer question,2,Social Plans
aight see bit,2,Social Plans
sure get noon see,2,Social Plans
class hours sorry,2,Social Plans
yup noe leh,2,Social Plans
also piece,2,Social Plans
nope think monday sorry replied late,2,Social Plans
jus finish blowing hair finish dinner already,2,Social Plans
cool last little getting time soon,2,Social Plans
change jaykwon thuglyfe falconerf,2,Social Plans
alright new goal,2,Social Plans
oops got bit,2,Social Plans
sarcasm scarcasim,2,Social Plans
yes meet town cos gep home could text bus stop worry finished march ish,2,Social Plans
sorry flaked last night shit seriously goin roommate tonight,2,Social Plans
hey booked lessons sun liao,2,Social Plans
trying smth eat already havent,2,Social Plans
performed,2,Social Plans
guys ever figure much need alcohol jay trying figure much safely spend weed,2,Social Plans
hey next sun 1030 basic yoga course bugis pilates intro next sat tell time free,2,Social Plans
hey gals anyone going driving centre tmr,2,Social Plans
minor shindig place later tonight interested,2,Social Plans
hey check listed,2,Social Plans
send home sale,2,Social Plans
must book huh going yoga basic sunday,2,Social Plans
new car house parents new job hand,2,Social Plans
ever one foot,2,Social Plans
gonna say sorry would normal starting panic time sorry seeing tuesday,2,Social Plans
lor,2,Social Plans
wana see,2,Social Plans
slept time,2,Social Plans
hope pee burns tonite,2,Social Plans
eatin lunch,2,Social Plans
tension machi problem,2,Social Plans
look fuckin time fuck think,2,Social Plans
come nordstrom done,2,Social Plans
aight plan come later tonight,2,Social Plans
sir trip bus last week another audition next wednesday think might drive time,2,Social Plans
hmmm still dont opener,2,Social Plans
today also forgot,2,Social Plans
anything lor decide,2,Social Plans
picked receipt something earlier,2,Social Plans
makes sense btw carlos difficult guys gonna smoke pick second batch get gas,2,Social Plans
sounds like something someone testing would sayy,2,Social Plans
get gandhipuram walk cross cut road right side street road turn first right,2,Social Plans
great aunts anniversary party tarpon springs,2,Social Plans
party alex nichols,2,Social Plans
see lingo let know wot earth finished making,2,Social Plans
nice nice working,2,Social Plans
dizzamn aight ask suitemates get back,2,Social Plans
ugh leg hurts musta overdid mon,2,Social Plans
lor,2,Social Plans
come pick 530,2,Social Plans
aiya discuss later lar pick,2,Social Plans
appt time fault listen told twice,2,Social Plans
sleeping surfing,2,Social Plans
luck catches put,2,Social Plans
drop tank,2,Social Plans
move morphine,2,Social Plans
yun buying school got offer 2000 plus,2,Social Plans
let know need anything else salad desert something many beers shall get,2,Social Plans
actual exam harder nbme,2,Social Plans
pls today dont want excuses,2,Social Plans
whenever see still hook,2,Social Plans
idea guess work hour supposed leave since usual nobody interest figuring shit last second,2,Social Plans
discussed mother,2,Social Plans
dad get back,2,Social Plans
see film,2,Social Plans
juz havent woke bit blur blur dad went liao cant cum oso,2,Social Plans
going orchard laready reaching soon reaching,2,Social Plans
says get ass back south tampa preferably kegger,2,Social Plans
dun wear jeans lor,2,Social Plans
parents gettin cash good news picked downstem,2,Social Plans
happened adventuring,2,Social Plans
prepare pounded every night,2,Social Plans
lor wat time finish,2,Social Plans
uploaded mine facebook,2,Social Plans
food,2,Social Plans
one talking,2,Social Plans
supposed make still town though,2,Social Plans
aight ill get couple minutes,2,Social Plans
many company tell language,2,Social Plans
thursday,2,Social Plans
gokila talking aha,2,Social Plans
think say syllabus,2,Social Plans
den sat book liao huh,2,Social Plans
really make air talent,2,Social Plans
project come,2,Social Plans
still attending talks,2,Social Plans
problem frm wats matter,2,Social Plans
maybe woke fucking problem,2,Social Plans
know dat feelin pete wuld get nuther place nuther time mayb,2,Social Plans
juz google search qet,2,Social Plans
havent stuck orchard dad car going dinner leh free tonight,2,Social Plans
join bus,2,Social Plans
right make appointment right,2,Social Plans
got things may pub later,2,Social Plans
coming back thursday yay gonna get money cheers yeah everything alright hows school call work,2,Social Plans
say somebody named tampa,2,Social Plans
buy newspapers already,2,Social Plans
host based idps linux systems,2,Social Plans
got favorite oyster got favorite sashimi lar dun say already wait stomach start rumbling,2,Social Plans
sorry delay yes masters,2,Social Plans
admin building might slightly earlier call reaching,2,Social Plans
ultimately tor motive tui achieve korli,2,Social Plans
vijay going talk jaya,2,Social Plans
already planned wil pick,2,Social Plans
ball moving lot spin last difficult bat,2,Social Plans
finished eating got plate leftovers time,2,Social Plans
work right,2,Social Plans
kind took garage centre part exhaust needs replacing part ordered taking fixed tomo morning,2,Social Plans
around still asleep,2,Social Plans
daddy shu shu looking wan tell singapore wat,2,Social Plans
talk,2,Social Plans
holy living christ taking long,2,Social Plans
want snow freezing windy,2,Social Plans
sorry guess whenever get hold connections maybe hour two text,2,Social Plans
get class bsn like minutes know advising,2,Social Plans
hospital return home evening,2,Social Plans
unintentionally bad timing great fingers trains play along give fifteen min warning,2,Social Plans
sounds better evening costume sure time finish tomorrow txt end,2,Social Plans
post l8r class,2,Social Plans
cos daddy arranging time wat time fetch mah,2,Social Plans
also wesley,2,Social Plans
also bringing galileo dobby,2,Social Plans
dunno leh cant remember mayb lor wat time meeting tmr,2,Social Plans
done,2,Social Plans
dude got haircut breezy,2,Social Plans
wat decision,2,Social Plans
sday joined training started today,2,Social Plans
released another italian one today cosign option,2,Social Plans
detroit home snow enjoy,2,Social Plans
haha better late ever way could swing,2,Social Plans
said gonna snow start around tonite predicting inch accumulation,2,Social Plans
darlin kate doin somethin tonight going pub called swan something parents one drink phone,2,Social Plans
comin back dinner,2,Social Plans
come sec somebody want see,2,Social Plans
wine flowing nevering,2,Social Plans
yar lor keep raining non stop wan elsewhere,2,Social Plans
look frying pan case cheap book perhaps silly frying pan likely book,2,Social Plans
give minutes think see btw alibi cutting hair whole time,2,Social Plans
surely result offer,2,Social Plans
left yet probably gonna til dinner,2,Social Plans
attended nothing,2,Social Plans
woke yeesh late fall asleep til,2,Social Plans
cause freaky lol,2,Social Plans
finally came fix ceiling,2,Social Plans
carlos pick swing usf little bit,2,Social Plans
yep like pink furniture tho,2,Social Plans
usual vijay film different,2,Social Plans
146tf150p,2,Social Plans
september,2,Social Plans
haha friend tyler literally asked could get dubsack,2,Social Plans
still getting goods,2,Social Plans
guy bitching acted like interested buying something else next week gave free,2,Social Plans
hello sort town already dont rush home eating nachos let know eta,2,Social Plans
let bill millers,2,Social Plans
done mean,2,Social Plans
film ill call later,2,Social Plans
gonna still stock tomorrow today trying get dubsack,2,Social Plans
shame maybe cld meet hrs tomo,2,Social Plans
dunno lei might eatin wif frens wan eat wait lar,2,Social Plans
wait bus stop aft lect lar dun get car come back pick,2,Social Plans
coming friday leave pongal get news work place,2,Social Plans
channel,2,Social Plans
nothing lor bit bored dun home early sleep today,2,Social Plans
yupz oredi booked slots weekends liao,2,Social Plans
going esplanade home,2,Social Plans
actor work work evening sleep late since unemployed moment always sleep late unemployed every day saturday,2,Social Plans
picking various points,2,Social Plans
wait inside car park,2,Social Plans
goin workout lor muz lose fats,2,Social Plans
room need,2,Social Plans
also remember beads come ever,2,Social Plans
eldest know,2,Social Plans
problem,2,Social Plans
later guess needa mcat study,2,Social Plans
nothing much chillin home super bowl plan,2,Social Plans
sis,2,Social Plans
long get reply defer admission til next semester,2,Social Plans
done,2,Social Plans
well lot things happening lindsay new years sighs bars ptbo blue heron something going,2,Social Plans
dunno ask,2,Social Plans
sure time tho sure get library class try see point good eve,2,Social Plans
stayin extra week back next wed rugby weekend soon,2,Social Plans
operate,2,Social Plans
rats hey ever vote next themes,2,Social Plans
challenge know,2,Social Plans
dun believe leh tot told true already thk muz tog believe,2,Social Plans
give sec breaking cstore,2,Social Plans
much eighth,2,Social Plans
guai shd haf seen naughty free today jogging,2,Social Plans
eat lunch senor,2,Social Plans
yep great loxahatchee xmas tree burning starts hour,2,Social Plans
coming friday leave pongal get news work place,2,Social Plans
posible dnt live century frwd thnk different,2,Social Plans
try get lost fact tee hee,2,Social Plans
rushing working school rush hungry,2,Social Plans
make fucks sake,2,Social Plans
clothes jewelry trips,2,Social Plans
thinking lifting one,2,Social Plans
cos darren say considering mah ask,2,Social Plans
dunno lei like dun haf,2,Social Plans
dont let studying stress l8r,2,Social Plans
watch lor saw swatch one thk quite ard 116 need 2nd opinion leh,2,Social Plans
got way could pick,2,Social Plans
help ask working tmr,2,Social Plans
promises though even gotten dinner yet,2,Social Plans
thk 530 lor dunno get tickets wat,2,Social Plans
cant display internal subs gotta extract,2,Social Plans
might well,2,Social Plans
hmmm mayb try shoppin area one forgot name hotel,2,Social Plans
goin 2nite,2,Social Plans
talking,2,Social Plans
take mokka players,2,Social Plans
sounds good fingers makes difficult type,2,Social Plans
sent maga money yesterday,2,Social Plans
lol different trying find every real life photo ever took,2,Social Plans
lol oops sorry fun,2,Social Plans
wat,2,Social Plans
gettin rdy ship comp,2,Social Plans
lol gonna last month cashed left case collecting week cause announced blog,2,Social Plans
actually fuck whatever find excuse tampa point january though,2,Social Plans
yup bathe liao,2,Social Plans
didnt get anything,2,Social Plans
wot wed nite til,2,Social Plans
okay soon best,2,Social Plans
wylie tampa sarasota,2,Social Plans
adult content video shortly,2,Social Plans
sorry please,2,Social Plans
liked new house,2,Social Plans
maybe could get book tomo return immediately something,2,Social Plans
making easy pay back yrs say pay back earlier get,2,Social Plans
probably earlier station think,2,Social Plans
whats todays plan,2,Social Plans
ola would get back maybe today told direct link getting cars bids online arrange shipping get cut partnership invest money shipping takes care rest wud self reliant soon dnt worry,2,Social Plans
better still catch let ask sell,2,Social Plans
long fuckin showr,2,Social Plans
car hour half going apeshit,2,Social Plans
notice like looking shit mirror youre turning right freak,2,Social Plans
well officially philosophical hole wanna call home ready saved,2,Social Plans
yep derek house see sunday,2,Social Plans
shore takin bus,2,Social Plans
best watch say cause get drunk motherfucker,2,Social Plans
would fuckin believe didnt know thurs pre booked cancelled needs sacked,2,Social Plans
finally happened aftr decades beer cheaper petrol goverment expects drink drive,2,Social Plans
lip synced shangela,2,Social Plans
haha yeah kind shitload,2,Social Plans
dint come,2,Social Plans
really dude friends afraid,2,Social Plans
think one saying clearly leave need ask come,2,Social Plans
even cookies jelly,2,Social Plans
hmmm guess power yoga haha dunno tahan power yoga anot thk got oso forgot liao,2,Social Plans
india win level series means record,2,Social Plans
pride almost years old takin money kid supposed deal stuff grownup stuff tell,2,Social Plans
lots used ones babe model help youi bring match,2,Social Plans
yep pretty sculpture,2,Social Plans
como listened2the plaid album quite new air1 hilarious also bought braindance comp ofstuff aphex abel hav2hear xxxx,2,Social Plans
hey rite put evey mnth,2,Social Plans
havent add yet right,2,Social Plans
time want come,2,Social Plans
hmmm many players selected,2,Social Plans
still chance search hard get let try,2,Social Plans
aight lemme know,2,Social Plans
wot weirdo,2,Social Plans
yeah diet flew window,2,Social Plans
noe specify domain nusstu still sch,2,Social Plans
say read anything way seemed like judgemental save fridays pub,2,Social Plans
going sch mon sis need take smth,2,Social Plans
midnight earliest,2,Social Plans
noe wat time place dat sells closes,2,Social Plans
got arrested possession shit time,2,Social Plans
opposite side dropped,2,Social Plans
hey late amk need drink tea coffee,2,Social Plans
prob come lunch,2,Social Plans
gonna worry nothing give money use,2,Social Plans
buy wif meet later,2,Social Plans
inside office still filling forms know leave,2,Social Plans
watching cartoon listening music amp eve temple amp church,2,Social Plans
would great guild could meet bristol road somewhere get touch weekend plans take flight good week,2,Social Plans
thts wat wright brother fly,2,Social Plans
big brother really scraped barrel shower social misfits,2,Social Plans
day working day except saturday sunday,2,Social Plans
sale arsenal dartboard good condition doubles trebles,2,Social Plans
sorry brah finished last exams,2,Social Plans
nothing smsing lor sorry lor guys neva person sort know lor wan meet ask bring along next meeting,2,Social Plans
oic better quickly bathe settle,2,Social Plans
okay thought expert,2,Social Plans
sure stomach,2,Social Plans
jesus christ bitch trying give drugs answer fucking phone,2,Social Plans
saying explicitly told nora know someone probably gonna bother,2,Social Plans
told returned order,2,Social Plans
huh cant thk oredi many pages,2,Social Plans
msg leave house,2,Social Plans
town important,2,Social Plans
